server_id,school_name,school_code,module_name,unit_name,username,user_id,first_name,last_name,roll_no,grade,enrollment_status,buddy_userids,buddy_usernames,total_lessons,lessons_visited,percentage_lessons_visited,total_activities,activities_visited,percentage_activities_visited,total_quizitems,visited_quizitems,attempted_quizitems,unattempted_quizitems,correct_attempted_quizitems,notapplicable_quizitems,incorrect_attempted_quizitems,user_files,total_files_viewed_by_user,other_viewing_my_files,unique_users_commented_on_user_files,total_rating_rcvd_on_files,commented_on_others_files,cmts_on_user_files,total_cmnts_by_user,user_notes,others_reading_my_notes,cmts_on_user_notes,cmnts_rcvd_by_user,total_notes_read_by_user,commented_on_others_notes,total_rating_rcvd_on_notes,correct_attempted_assessments,unattempted_assessments,visited_assessments,notapplicable_assessments,incorrect_attempted_assessments,attempted_assessments,total_assessment_items,Assessment [59b663ed2c47962c1d002690],Introduction [5aa0f54869602a015604dc68],Activity 1: Measuring the Diameter [5aa0f5fb69602a015604dd9d],Activity 2: Measuring the Size of the Seeds [5aa0f7ba69602a015604de95],Activity 5: Combining Data [5aa0fe2969602a015604e517],Activity 4: Making an Equation [5aa1006269602a015604e846],Activity 3: Analysis [5aa1022369602a015604ebae]
mz8,GOVT. AIZAWL HIGH SCHOOL,2031008,[u'Linear Equations'],le-unit3-measuring-mustard-seed,administrator,1,,,,,Yes,[],[],1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0
